frequency_hz,allocation_hz,status,completed_calibration,fresh_diagnostic_capture_count
2400000000,"[2400000000, 2500000000]",excluded_occupied_signal_margin,False,0
2401000000,"[2400000000, 2500000000]",pending_measurement,False,0
2402000000,"[2400000000, 2500000000]",pending_measurement,False,0
2403000000,"[2400000000, 2500000000]",pending_measurement,False,0
2404000000,"[2400000000, 2500000000]",pending_measurement,False,0
2405000000,"[2400000000, 2500000000]",pending_measurement,False,0
2406000000,"[2400000000, 2500000000]",pending_measurement,False,0
2407000000,"[2400000000, 2500000000]",pending_measurement,False,0
2408000000,"[2400000000, 2500000000]",pending_measurement,False,0
2409000000,"[2400000000, 2500000000]",pending_measurement,False,0
2410000000,"[2400000000, 2500000000]",pending_measurement,False,0
2411000000,"[2400000000, 2500000000]",pending_measurement,False,0
2412000000,"[2400000000, 2500000000]",pending_measurement,False,0
2413000000,"[2400000000, 2500000000]",pending_measurement,False,0
2414000000,"[2400000000, 2500000000]",pending_measurement,False,0
2415000000,"[2400000000, 2500000000]",pending_measurement,False,0
2416000000,"[2400000000, 2500000000]",pending_measurement,False,0
2417000000,"[2400000000, 2500000000]",pending_measurement,False,0
2418000000,"[2400000000, 2500000000]",pending_measurement,False,0
2419000000,"[2400000000, 2500000000]",pending_measurement,False,0
2420000000,"[2400000000, 2500000000]",pending_measurement,False,0
2421000000,"[2400000000, 2500000000]",pending_measurement,False,0
2422000000,"[2400000000, 2500000000]",pending_measurement,False,0
2423000000,"[2400000000, 2500000000]",pending_measurement,False,0
2424000000,"[2400000000, 2500000000]",pending_measurement,False,0
2425000000,"[2400000000, 2500000000]",pending_measurement,False,0
2426000000,"[2400000000, 2500000000]",pending_measurement,False,0
2427000000,"[2400000000, 2500000000]",pending_measurement,False,0
2428000000,"[2400000000, 2500000000]",pending_measurement,False,0
2429000000,"[2400000000, 2500000000]",pending_measurement,False,0
2430000000,"[2400000000, 2500000000]",pending_measurement,False,0
2431000000,"[2400000000, 2500000000]",pending_measurement,False,0
2432000000,"[2400000000, 2500000000]",pending_measurement,False,0
2433000000,"[2400000000, 2500000000]",pending_measurement,False,0
2434000000,"[2400000000, 2500000000]",pending_measurement,False,0
2435000000,"[2400000000, 2500000000]",pending_measurement,False,0
2436000000,"[2400000000, 2500000000]",pending_measurement,False,0
2437000000,"[2400000000, 2500000000]",pending_measurement,False,0
2438000000,"[2400000000, 2500000000]",pending_measurement,False,0
2439000000,"[2400000000, 2500000000]",pending_measurement,False,0
2440000000,"[2400000000, 2500000000]",pending_measurement,False,0
2441000000,"[2400000000, 2500000000]",pending_measurement,False,0
2442000000,"[2400000000, 2500000000]",pending_measurement,False,0
2443000000,"[2400000000, 2500000000]",pending_measurement,False,0
2444000000,"[2400000000, 2500000000]",pending_measurement,False,0
2445000000,"[2400000000, 2500000000]",pending_measurement,False,0
2446000000,"[2400000000, 2500000000]",pending_measurement,False,0
2447000000,"[2400000000, 2500000000]",pending_measurement,False,0
2448000000,"[2400000000, 2500000000]",pending_measurement,False,0
2449000000,"[2400000000, 2500000000]",pending_measurement,False,0
2450000000,"[2400000000, 2500000000]",pending_measurement,False,37
2451000000,"[2400000000, 2500000000]",pending_measurement,False,0
2452000000,"[2400000000, 2500000000]",pending_measurement,False,0
2453000000,"[2400000000, 2500000000]",pending_measurement,False,0
2454000000,"[2400000000, 2500000000]",pending_measurement,False,0
2455000000,"[2400000000, 2500000000]",pending_measurement,False,0
2456000000,"[2400000000, 2500000000]",pending_measurement,False,0
2457000000,"[2400000000, 2500000000]",pending_measurement,False,0
2458000000,"[2400000000, 2500000000]",pending_measurement,False,0
2459000000,"[2400000000, 2500000000]",pending_measurement,False,0
2460000000,"[2400000000, 2500000000]",pending_measurement,False,0
2461000000,"[2400000000, 2500000000]",pending_measurement,False,0
2462000000,"[2400000000, 2500000000]",pending_measurement,False,0
2463000000,"[2400000000, 2500000000]",pending_measurement,False,0
2464000000,"[2400000000, 2500000000]",pending_measurement,False,0
2465000000,"[2400000000, 2500000000]",pending_measurement,False,0
2466000000,"[2400000000, 2500000000]",pending_measurement,False,0
2467000000,"[2400000000, 2500000000]",pending_measurement,False,0
2468000000,"[2400000000, 2500000000]",pending_measurement,False,0
2469000000,"[2400000000, 2500000000]",pending_measurement,False,0
2470000000,"[2400000000, 2500000000]",pending_measurement,False,0
2471000000,"[2400000000, 2500000000]",pending_measurement,False,0
2472000000,"[2400000000, 2500000000]",pending_measurement,False,0
2473000000,"[2400000000, 2500000000]",pending_measurement,False,0
2474000000,"[2400000000, 2500000000]",pending_measurement,False,0
2475000000,"[2400000000, 2500000000]",pending_measurement,False,4
2476000000,"[2400000000, 2500000000]",pending_measurement,False,0
2477000000,"[2400000000, 2500000000]",pending_measurement,False,0
2478000000,"[2400000000, 2500000000]",pending_measurement,False,0
2479000000,"[2400000000, 2500000000]",pending_measurement,False,0
2480000000,"[2400000000, 2500000000]",pending_measurement,False,0
2481000000,"[2400000000, 2500000000]",pending_measurement,False,0
2482000000,"[2400000000, 2500000000]",pending_measurement,False,0
2483000000,"[2400000000, 2500000000]",excluded_authorization,False,0
2484000000,"[2400000000, 2500000000]",excluded_authorization,False,0
2485000000,"[2400000000, 2500000000]",excluded_authorization,False,0
2486000000,"[2400000000, 2500000000]",excluded_authorization,False,0
2487000000,"[2400000000, 2500000000]",excluded_authorization,False,0
2488000000,"[2400000000, 2500000000]",excluded_authorization,False,0
2489000000,"[2400000000, 2500000000]",excluded_authorization,False,0
2490000000,"[2400000000, 2500000000]",excluded_authorization,False,0
2491000000,"[2400000000, 2500000000]",excluded_authorization,False,0
2492000000,"[2400000000, 2500000000]",excluded_authorization,False,0
2493000000,"[2400000000, 2500000000]",excluded_authorization,False,0
2494000000,"[2400000000, 2500000000]",excluded_authorization,False,0
2495000000,"[2400000000, 2500000000]",excluded_authorization,False,0
2496000000,"[2400000000, 2500000000]",excluded_authorization,False,0
2497000000,"[2400000000, 2500000000]",excluded_authorization,False,0
2498000000,"[2400000000, 2500000000]",excluded_authorization,False,0
2499000000,"[2400000000, 2500000000]",excluded_authorization,False,0
2500000000,"[2400000000, 2500000000]",excluded_occupied_signal_margin,False,0
5725000000,"[5725000000, 5875000000]",excluded_occupied_signal_margin,False,0
5726000000,"[5725000000, 5875000000]",pending_measurement,False,0
5727000000,"[5725000000, 5875000000]",pending_measurement,False,0
5728000000,"[5725000000, 5875000000]",pending_measurement,False,0
5729000000,"[5725000000, 5875000000]",pending_measurement,False,0
5730000000,"[5725000000, 5875000000]",pending_measurement,False,0
5731000000,"[5725000000, 5875000000]",pending_measurement,False,0
5732000000,"[5725000000, 5875000000]",pending_measurement,False,0
5733000000,"[5725000000, 5875000000]",pending_measurement,False,0
5734000000,"[5725000000, 5875000000]",pending_measurement,False,0
5735000000,"[5725000000, 5875000000]",pending_measurement,False,0
5736000000,"[5725000000, 5875000000]",pending_measurement,False,0
