block,run_json,run_sha256,configuration,sample_rate_hz,frequency_hz,dwell_us,round,control,base_pass,base_rms_deg,max_phase_bias_deg,max_gain_error_db,mean_compute_ms,p95_compute_ms,observable_ports,unobservable_ports,analysis_error,expected_windows,recorded_windows,failed_windows,support_matches,complete,bearing_valid_percent,bearing_rms_deg,bearing_pass
block-20260908T225855806955Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r1-A-1000us-20260908T230022.539257Z/run.json,c2f3077a5fcf52bb23411c414aaf8c066b9121cc743aa2531c7c6c7b9d029dd7,A,2000000,2475000000,1000,1,False,True,0.7943470206901445,1.1443963867438962,0.27861227846558845,827.9030323241992,859.0407829440664,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,,60,60,0,True,True,0.0,0.6215320452996554,False
block-20260908T225855806955Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r1-A-50us-20260908T230038.248996Z/run.json,1a53173891ca4177a5d48066001848fdd24d5c34f0d53088b6bf47a8375c69dd,A,2000000,2475000000,50,1,False,True,1.2853401164631237,0.9893170417970146,0.7414901266853202,414.1002454329282,489.5419822423718,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,,60,60,0,True,True,0.0,1.0776775441328537,False
block-20260908T225855806955Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r1-A-25us-20260908T230053.355939Z/run.json,1c5ea002f9656244150ecf2fdc99d490e4a68760c6bba42213ac240152135e81,A,2000000,2475000000,25,1,False,False,13.354831160019522,1.7478519579094656,4.263395795044656,402.7792051958386,438.898554869229,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,,60,60,0,True,True,0.0,10.605162870571142,False
block-20260908T225855806955Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r1-A-200us-control-20260908T230108.416593Z/run.json,9e1c56aba717644bf47ca8a07834eac03252da34569150d24713eb8cc21350e0,A,2000000,2475000000,200,1,True,True,1.04645078904815,1.0287039688800426,0.19891137315727753,425.51111940992996,469.81759923510253,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,,60,60,0,True,True,0.0,1.0587843532836139,False
block-20260908T225855806955Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r1-A-200us-20260908T230117.728222Z/run.json,25bd5f1f532f603cc5ca5a18d4f8377e9da15eddc11ff3454353bfc5d5aacdcd,A,2000000,2475000000,200,1,False,True,0.8205848883075755,1.088121253955222,0.32146097674637375,419.4129037399155,449.5471226517111,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,,60,60,0,True,True,0.0,0.5393379429174484,False
block-20260908T225855806955Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r1-A-100us-20260908T230132.690307Z/run.json,b61c248bed0e648069b77bbc56b07cc32cc4dda517abc23136c22fa3a210d4af,A,2000000,2475000000,100,1,False,True,0.9661583990596774,1.0357009093379195,0.36230482650238366,409.72586721763946,449.3340600805823,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,,60,60,0,True,True,0.0,0.9220580100945945,False
block-20260908T225855806955Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r2-A-25us-20260908T230147.767604Z/run.json,d3f05c4a37679474be0e6ed0e090bcd4f6e33dc28f0719afcea0e28812ae1436,A,2000000,2475000000,25,2,False,False,44.287532531497476,1.7575825174951325,5.002910673423601,403.1583092272437,455.63383382395835,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,,60,60,0,True,True,0.0,52.84046589565281,False
block-20260908T225855806955Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r2-A-50us-20260908T230202.643731Z/run.json,29130521ce34f87dd0542e9d0b05ef577e0a7ead285b4a0dfd9dacb7b5dc1123,A,2000000,2475000000,50,2,False,True,1.363942227301606,1.09818465138181,0.9377535091716929,400.25665354332887,417.90632621268736,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,,60,60,0,True,True,0.0,0.9338819073152409,False
block-20260908T225855806955Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r2-A-200us-control-20260908T230217.565293Z/run.json,c3782ed957cd3bebfc4e309da547fbc51db952d7522298ab6f6fba24fb2699af,A,2000000,2475000000,200,2,True,True,0.8328467768404492,1.0843831326355104,0.24250360534112583,411.9693944269481,428.5681910056155,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,,60,60,0,True,True,0.0,0.6632726103038631,False
block-20260908T225855806955Z,/srv/bulk/samteway/lab-data/tracking-comprehensive-20260908-v1/captures/block-20260908T225855806955Z-r2-A-100us-20260908T230232.453860Z/run.json,5e4bd3f772bf249ee57f0414e92804286955c4750546b82606765454ac4ef279,A,2000000,2475000000,100,2,False,True,0.9470240089738516,1.2002010647711117,0.5740114917996573,381.02514553271857,406.55235987505876,ANT1 ANT2 ANT4 ANT8 ANT7,ANT5,,60,60,0,True,True,0.0,0.7180219742947667,False
