block,run_json,run_sha256,configuration,sample_rate_hz,frequency_hz,dwell_us,round,control,base_pass,base_rms_deg,max_phase_bias_deg,max_gain_error_db,mean_compute_ms,p95_compute_ms,observable_ports,unobservable_ports,analysis_error,expected_windows,recorded_windows,failed_windows,support_matches,complete,bearing_valid_percent,bearing_rms_deg,bearing_pass
block-20260910T043304238564Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043304238564Z-r1-A-200us-20260910T043408.695441Z/run.json,b127c0f2910b90d7cb17991ab044dbd458a3a82a0cecad5c63fb1d1e0268ff67,A,2000000,5800000000,200,1,False,True,5.528610329274985,5.554264114281634,0.15191855844885385,503.446224766473,560.5955094855744,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,,,60,60,0,True,True,0.0,1.1386822313547873,False
block-20260910T043304238564Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043304238564Z-r1-A-200us-control-20260910T043417.851028Z/run.json,eaeaac948b90081d4297ad3f570559e68867392a06572e99e20ddb5f61bbd932,A,2000000,5800000000,200,1,True,True,5.065296929819293,2.995272012214655,0.6775029938086925,488.04556315299124,513.4694541280624,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,,,60,60,0,True,True,0.0,29.121901421953652,False
block-20260910T043304238564Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043304238564Z-r1-A-1000us-20260910T043432.559340Z/run.json,fd9d05647a276d34ba5ddc773faf363c2ab4c1b4459e6f65f7ce7d61030d04f4,A,2000000,5800000000,1000,1,False,True,5.25251903862294,4.608758647979481,0.4316700878241803,858.4584313328378,878.0093498411588,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,,,60,60,0,True,True,0.0,1.0479063140503142,False
block-20260910T043304238564Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043304238564Z-r2-A-1000us-20260910T043441.713076Z/run.json,e757c0b4ca8b16c1dce1a502c4d91f837b98c8d83aab8255317d613301e3efac,A,2000000,5800000000,1000,2,False,True,5.747550197846634,3.226130900928492,0.41502082378190114,877.0554290366514,921.0673026449513,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,,,60,60,0,True,True,0.0,0.951415246999158,False
block-20260910T043304238564Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043304238564Z-r2-A-200us-control-20260910T043456.400000Z/run.json,af6819fa9de754ef2036f116785b9e78db9a69a96b7a4a35039aa00f0d931542,A,2000000,5800000000,200,2,True,True,6.112623691833182,4.527961869500512,0.534638886643153,475.3956243551026,495.6304108200129,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,,,60,60,0,True,True,0.0,1.2904833289228637,False
block-20260910T043304238564Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043304238564Z-r2-A-200us-20260910T043505.473681Z/run.json,f1d1b457e06c23d376836b229b9774d4004ca7306dc704b613ae506d2bd18321,A,2000000,5800000000,200,2,False,True,5.355125781417502,5.523381375371191,0.46081625135445214,474.11628747940995,492.1697390207555,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,,,60,60,0,True,True,0.0,20.51470653447542,False
block-20260910T043304238564Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043304238564Z-r3-A-200us-20260910T043514.660070Z/run.json,899488c4e1821a4d313fd0e5cbf17ac82c739013b8e79ea2aaf9e7bd72564e15,A,2000000,5800000000,200,3,False,True,5.407140085024229,6.41732023989188,0.4672120685510736,477.58374245022424,498.26954832533374,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,,,60,60,0,True,True,0.0,1.0976300226988682,False
block-20260910T043304238564Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043304238564Z-r3-A-1000us-20260910T043529.254929Z/run.json,5513fa00d0b9639ad02d8ad48c92835d3d482345b0b1b95353b9018a81605a9c,A,2000000,5800000000,1000,3,False,False,,,,868.0800118134357,975.6652703508734,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,,,60,60,1,True,False,,,
block-20260910T043304238564Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043304238564Z-r3-A-200us-control-20260910T043543.939725Z/run.json,9b7faf539c0eac233fbdbee067053c797ddb6b1a02d9df8aecf3e0de9b1b3af9,A,2000000,5800000000,200,3,True,True,5.627281613333881,4.720058299911268,0.14936157248791693,477.93025713181123,495.9102165827062,ANT1 ANT2 ANT4 ANT8 ANT7 ANT5,,,60,60,0,True,True,0.0,1.095722427923889,False
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r1-A-1000us-20260910T043839.581758Z/run.json,89f856277d8f7f78acd97c54f11f67907e36a0be55c36408d72e48c3e9cceba1,A,2000000,2475000000,1000,1,False,False,13.3285604832502,13.526669371853945,2.7350857692510404,798.7175907221778,824.6508893498685,ANT1 ANT2 ANT4 ANT8 ANT5,ANT7,,60,60,0,True,True,0.0,20.46634687748994,False
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r1-A-50us-20260910T043854.540296Z/run.json,07c90d4c382d14755c7e04ba9e9908877032e3c5ac4f22948ab427616451a32f,A,2000000,2475000000,50,1,False,False,5.669033531850921,5.717041243833509,3.2805475582663917,408.9694411066982,437.7163697499781,ANT1 ANT2 ANT4 ANT8 ANT5,ANT7,,60,60,0,True,True,0.0,5.761295888503955,False
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r1-A-25us-20260910T043909.280473Z/run.json,28bc0628a920addc3cef671639dc53eafced5b4e218ec9ccf0cfac4d7eedc92b,A,2000000,2475000000,25,1,False,False,25.235248206561305,7.570461066594873,3.108666100851814,420.71902169846,461.2730946042575,ANT1 ANT2 ANT4 ANT8 ANT5,ANT7,,60,60,0,True,True,0.0,27.68726824644269,False
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r1-A-200us-control-20260910T043924.089350Z/run.json,d705104d47de9ad6cd57f0b344ae217a4b99cf40599002a1eb5ea851de43c027,A,2000000,2475000000,200,1,True,True,1.0946114350082679,3.530305668448964,0.28225124571925936,427.7657307800837,472.4269703903701,ANT1 ANT2 ANT4 ANT8 ANT5,ANT7,,60,60,0,True,True,0.0,1.0135454136764512,False
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r1-A-200us-20260910T043933.212425Z/run.json,0301334e0db4c3010311e4b085dbc60f74d9445f68f5ff16f584d793c5ec5dde,A,2000000,2475000000,200,1,False,True,0.8421043163142546,3.75100918028118,0.386485841578006,424.35394228668883,455.7886826747562,ANT1 ANT2 ANT4 ANT8 ANT5,ANT7,,60,60,0,True,True,0.0,0.514022129875057,False
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r1-A-100us-20260910T043948.087548Z/run.json,87dd0bda20b88eba148e14a6a0a1544142431861c4cd5c3a1f21bfc9e3d5dc49,A,2000000,2475000000,100,1,False,False,7.681710073593698,11.174883248042738,1.5912752957627396,411.32233557097305,443.09993389761075,ANT1 ANT2 ANT4 ANT8 ANT5,ANT7,,60,60,0,True,True,0.0,4.966998890802207,False
block-20260910T043733496539Z,/srv/bulk/samteway/lab-data/tracking-jitter-20260910-v1/captures/block-20260910T043733496539Z-r2-A-25us-20260910T044002.677536Z/run.json,9b3c737996bfac083df964b436ee9e1abef349b76f59e4aca6b8ee5200c6bd75,A,2000000,2475000000,25,2,False,False,35.13423323981506,4.271975923214386,5.562259754817136,435.2890801324975,545.6062541052232,ANT1 ANT2 ANT4 ANT8 ANT5,ANT7,,60,60,0,True,True,0.0,30.03098635479353,False
